,nodes,avgs,max_lengths,medians,variances
147,152,14.592105263157896,16,15.0,0.3755663994423144
148,153,14.633986928104575,16,15.0,0.2862057103543172
149,154,14.714285714285714,16,15.0,0.2838468720821662
150,155,14.774193548387096,16,15.0,0.3317972350230415
151,156,14.820512820512821,16,15.0,0.2772539288668321
152,157,14.949044585987261,16,15.0,0.3307202351788339
153,158,14.949367088607595,16,15.0,0.3795855841328711
154,159,15.163522012578616,16,15.0,0.340179921980734
155,160,15.1125,16,15.0,0.3772012578616352
156,161,15.26086956521739,16,15.0,0.3190217391304348
157,162,15.246913580246913,16,15.0,0.23679165708151217
158,163,15.466257668711657,16,15.0,0.27508899492539574
159,164,15.353658536585366,16,15.0,0.3036061648960048
160,165,15.606060606060606,17,16.0,0.28898743532889876
161,166,15.674698795180722,17,16.0,0.29353778751369114
162,167,15.802395209580839,17,16.0,0.37637977057932326
163,168,15.726190476190476,17,16.0,0.3437410892500713
164,169,15.988165680473372,17,16.0,0.34509721048182584
165,170,15.905882352941177,17,16.0,0.2514444831186913
166,171,16.116959064327485,17,16.0,0.36271069831441344
167,172,16.13953488372093,17,16.0,0.28450972392220863
168,173,16.346820809248555,17,16.0,0.2743648339830622
169,174,16.413793103448278,17,16.0,0.31333466214869443
170,175,16.411428571428573,17,16.0,0.26653530377668305
171,176,16.375,17,16.0,0.2814285714285714
172,177,16.63276836158192,18,17.0,0.30187467899332304
